id,mass,height,waist,foot,sittingHeight,upperLegLength,kneeHeight,forearmLength,age,gender,handedness,birthOrder
20029,41.4,140.6,68.7,23.6,741,470,451,395,11.358,M,right,2
20030,26.3,131.7,55.1,20,695,433,431,349,9.616,M,right,1
20031,31.8,142.8,61.5,23,671,500,499,398,12.202,M,left,
20032,34,140.7,63.5,21.7,737,465,451,374,9.378,M,right,4
20033,34.8,141.2,63.1,21.4,709,477,442,370,11.082,M,right,1
20034,30.5,141.6,57.2,22,689,465,457,390,11.079,M,left,5
20035,33.3,130.9,62.5,21.2,641,450,428,360,7.712,M,both,5
20036,51.9,161.1,75.3,24,834,550,507,427,13.517,F,right,2
20037,38.8,150.1,60.5,23.8,735,545,484,430,12.386,F,right,1
20038,42,157.2,63.2,23.6,848,512,480,414,12.498,F,right,6
20039,46.3,152.2,63.4,23.2,785,535,470,399,13.619,F,right,1
20040,42.9,158.6,66.9,24.3,808,539,507,409,12.879,F,right,2
20041,37.4,147.4,64.4,21.5,771,495,457,387,13.183,F,right,1
20042,51.4,155,70.8,22.7,832,549,469,400,13.32,F,right,1
20043,52.2,158.3,67,24.6,808,560,485,428,12.772,F,right,1
20044,49.8,162.5,69.3,24.3,855,554,499,432,12.865,F,right,
20045,40,154.7,61.9,23.4,748,553,500,428,13.41,F,left,4
20046,55.6,164.7,69.4,24.3,861,564,524,418,13.569,F,right,2
20047,64.9,156.7,84.3,24.8,838,575,492,423,11.884,F,right,3
20048,39.2,147.6,66.5,23.3,755,505,459,376,12.589,F,right,1
20049,36.6,149.2,59.7,23.2,743,526,478,417,12.265,F,right,1
20050,65.5,160.6,83.4,25.1,816,576,508,444,11.75,F,right,6
20051,34.6,147.5,57,23.8,698,512,480,406,12.761,M,right,1
20052,45.2,154.2,66,22.8,792,507,488,416,13.964,M,right,1
20053,40.4,156.4,59.8,24.2,791,528,501,414,13.556,M,right,1
20054,34.1,150,57,22.6,763,489,475,403,12.578,M,right,2
20055,44,156,63.4,24.6,801,524,500,425,12.904,M,right,4
20056,39.1,152.7,64.5,22.7,759,545,490,402,12.347,M,right,4
20057,56.6,159.9,72.3,26.2,756,585,534,467,13.663,M,right,9
20058,54,155.6,73,23.8,812,538,515,447,12.402,M,right,2
20059,43.4,159.8,64,25.4,759,567,567,467,14.038,M,right,4
20060,47.9,163.9,64.2,27.3,801,551,560,485,14.205,M,right,2
20061,79.6,170.8,80.5,28.2,875,612,588,484,15.147,M,right,7
20062,53.3,166.2,65,26.3,841,546,554,477,15.082,M,right,3
20063,30.6,141.4,56.4,22.3,707,468,471,366,11.389,M,right,2
20064,45.5,163.1,65.7,27,806,555,557,463,13.232,M,right,1
20065,41.9,158.7,62.2,25.8,798,527,527,429,14.449,M,right,4
20066,75.7,181.8,77.4,27.7,912,642,592,513,16.126,M,both,2
20067,80.2,178.3,84.8,26.1,943,598,553,469,17.635,M,left,1
20068,54.8,162.2,69.5,24.8,866,539,488,445,16.947,M,right,1
20069,66.2,183.2,71.7,28.1,939,597,590,521,16.739,M,right,4
20070,93.6,179.4,89.3,26.5,939,612,571,483,18.315,M,left,3
20071,65.9,176.1,75.9,26.2,893,590,570,494,16.698,M,right,2
20072,74.3,169.5,83.2,27.4,899,583,508,483,15.989,M,right,4
20073,67.6,177.6,76.6,28.2,931,589,569,486,16.879,M,both,4
20074,79.9,168.1,91.1,24.9,860,605,531,460,18.134,M,left,7
20075,80.7,186.4,85.4,31.1,972,627,592,525,18.72,M,right,1
20076,52.8,160.6,68.8,24.2,858,532,486,431,18.049,M,left,2
21001,27.6,137.8,58,22,698,463,455,378,9.15,F,right,1
21002,22,124.8,49.4,19,670,411,385,330,8.432,F,right,2
21003,21.9,118.7,49.7,17.5,686,360,367,300,6.506,F,right,1
21004,17.9,112.7,50.6,16.7,622,358,331,294,6.169,F,right,1
21005,25,134.7,52.8,19.4,692,453,433,356,10.912,F,right,2
21006,31.7,144.8,57.5,20.7,759,481,457,369,11.257,F,right,1
21007,39.3,147,65.7,21.7,757,492,466,367,11.282,F,right,2
21008,29.5,137.3,59.6,22,718,470,436,371,11.309,F,right,1
21009,38.1,154.4,58.7,24,815,492,485,400,11.419,F,right,2
21010,38.4,157.2,61.8,24.5,799,546,508,427,12.304,F,right,2
21011,44.6,150,66,22.9,795,503,472,395,13.008,F,right,1
21012,46.8,150.5,69.9,22.6,783,534,470,390,14.402,F,right,8
21013,43.2,151.5,61.2,23.8,775,526,495,423,12.706,F,right,2
21014,44.1,155.2,63.9,22.9,808,517,483,413,12.279,F,left,3
21015,36.7,147.8,61.3,23,773,481,478,394,12.189,F,right,2
21016,35,141.7,61.1,21.4,735,488,443,374,11.676,F,right,3
21017,40.3,155.1,62.9,24.8,795,525,501,414,12.961,F,right,2
21018,43,154.6,67.4,24.8,780,526,501,431,13.139,F,right,4
21019,48.3,153.9,64.9,23,836,509,479,388,12.794,F,left,6
21020,54,165.6,68.2,24.1,866,567,515,442,12.747,F,right,2
21021,34.5,150,64.8,22.4,767,501,490,401,12.873,F,left,1
21022,54,169.2,70,27.4,837,621,551,493,14.583,F,right,4
21023,52.6,169.7,75.3,26.9,835,570,563,463,13.706,F,right,3
21024,62.8,168.1,78,24.6,874,592,524,423,13.671,F,right,4
21025,54.9,159.5,70.2,23.7,871,527,486,420,12.139,F,right,2
21026,35.5,140.9,66.2,21.7,731,471,436,361,11.731,F,both,1
21027,37.3,148.4,58,21.9,789,510,462,401,14.419,F,right,10
21028,52.3,150.2,75.5,22.1,815,504,463,383,12.78,F,right,9
21029,45.2,160,65.3,23.2,857,543,496,424,12.498,F,right,2
21030,35.7,146.7,58.6,21.4,806,465,458,382,12.441,F,right,5
21031,45.9,153.7,61.1,23.4,792,525,485,409,12.115,F,right,4
21032,47.7,159.7,63.4,24.2,810,544,492,419,12.663,F,right,3
21033,52.7,154,73.1,22.9,812,529,488,417,12.178,F,right,3
21034,67.4,168.1,81.4,24.8,889,572,515,438,14.353,F,right,2
21035,36.5,153.3,59.2,24.3,797,506,481,394,12.101,F,left,3
21036,60.3,161.9,,24.6,817,566,518,442,13.832,F,right,1
21037,51.1,161.1,74.8,23.7,832,561,505,423,14.024,F,right,4
21038,32.4,136.3,55.5,21.1,712,448,432,349,11.742,F,right,1
21039,43.3,145.1,64.9,22.5,746,508,452,384,11.917,F,right,3
21040,39.2,146.6,63.4,22.4,772,483,452,369,12.682,F,right,1
21041,43.3,156.9,65.6,22.6,807,536,490,410,12.627,F,right,1
21042,54.6,158.4,77.1,22.8,817,527,493,434,12.676,F,left,2
21043,43,157.3,62.9,22.4,843,488,461,388,13.621,F,left,3
21044,61.7,169.6,80.1,23.2,888,587,541,454,14.682,F,right,2
21045,37.4,146.9,66.2,23,752,508,482,397,12.572,F,right,4
21046,58.8,157.8,75.1,24.2,838,551,503,408,14.561,F,right,1
21047,50.8,159.9,71.4,22.3,855,545,501,422,12.824,F,right,2
21048,47.2,154,71.8,21.9,822,505,472,395,13.041,F,right,3
21049,41.4,168.4,62.9,24.7,855,560,505,444,13.649,F,right,1
21050,33.7,145.6,58.6,22.7,747,479,465,378,12.728,M,right,1
21051,37.4,154.2,62.2,24.7,795,521,495,410,12.161,M,right,2
21052,35.4,148.6,58,23.8,759,498,476,390,12.057,M,right,1
21053,39.4,144.6,62.1,22.5,749,484,469,387,13.589,M,right,1
21054,46.8,151,72.1,23.4,745,515,500,393,12.723,M,right,5
21055,27.5,125,55.2,18.7,699,388,380,332,6.704,M,right,1
21056,21.8,125.5,49.6,18.4,678,391,385,336,7.38,M,right,1
21057,21.5,118.8,54.1,18.8,654,375,365,321,7.21,M,right,2
21058,21.8,124.8,46.2,19.4,674,387,377,321,7.597,M,right,5
21059,29.8,136.3,57.6,20.3,718,430,417,343,7.857,M,right,2
21060,23.2,116.1,56,18.4,645,373,353,304,7.493,M,right,6
21061,22.7,122.9,54.9,18.9,654,396,382,320,8.402,M,right,
21062,19.6,120,49.1,17.9,664,372,355,306,8.665,M,right,1
21063,22.8,122.5,51.3,18.5,642,405,345,315,8.698,M,right,1
21064,23.5,128.4,52.7,19.6,650,430,398,349,9.076,M,right,1
21065,21.2,120.3,51.6,18.6,612,404,369,331,8.802,M,right,4
21066,39,142.2,65.1,23.6,748,471,433,385,9.356,M,right,1
21067,25.9,134,51.7,20.6,705,450,392,359,8.961,M,right,2
21068,29.7,127.1,58.6,20.6,684,421,389,333,9.024,M,left,4
21069,27.9,127,55.4,19.9,670,419,391,359,9.778,M,right,1
21070,33.8,148.6,59.4,23.1,769,492,458,379,10.356,M,right,4
21071,36.3,133.5,67.1,20.3,739,429,394,347,9.731,M,right,5
21072,41.4,139.8,69.7,21.1,746,474,442,372,10.087,M,left,1
21073,19.2,116.3,47.9,16.6,626,376,355,305,6.871,M,right,1
21074,34.4,145.2,62.5,21.4,762,477,460,378,11.536,M,right,5
21075,32.1,142.6,56.3,21.4,738,467,457,367,11.243,M,right,3
21076,25.3,124.6,52.6,19.2,660,394,388,329,6.15,M,right,1
21077,17,107.4,49.9,16,606,328,317,280,5.887,M,right,1
21078,39,139.3,68.7,21.6,732,475,448,373,9.624,M,right,5
22001,71.4,183.6,74.8,28.1,958,603,563,503,15.435,M,left,1
22002,47.5,158.8,69.2,25,801,556,486,406,14.991,M,left,1
22003,46.5,164.4,61,24.1,840,545,524,454,14.583,M,right,1
22004,55.9,159.1,69.1,24.6,811,554,472,427,13.556,M,right,1
22005,43.5,147.6,70.9,23,753,520,464,384,14.123,M,right,2
22006,35.7,146.1,60.5,23.4,738,495,447,396,13.284,M,right,3
22007,48.4,151,74.7,24.1,768,534,493,409,13.649,M,right,2
22008,65.5,171.9,70.4,28,885,583,516,476,14.857,M,both,2
22009,50.4,168.8,68.6,25.6,852,589,516,454,15.402,M,right,1
22010,69.5,176.1,73.4,26.6,896,608,537,464,14.901,M,right,4
22011,65.5,177.4,70.7,28.6,891,619,568,499,15.18,M,right,1
22012,62.5,177.6,74.7,27.4,902,581,556,488,15.186,M,right,3
22013,58.6,161.9,76.4,25.1,821,580,500,451,14.265,M,right,4
22014,36.7,143.8,61.7,23.1,704,514,469,400,12.841,M,right,1
22015,59.9,166.5,73.6,25.2,832,594,508,454,14.953,M,left,2
22016,67,172.5,71,26.2,886,594,546,458,14.397,M,right,2
22017,19.8,110.7,54.7,16.5,618,350,322,266,5.191,M,right,2
22018,20.8,107.5,56.7,17.6,587,347,324,288,4.613,F,right,1
22019,18.7,105.8,49,16.8,598,329,318,276,4.786,M,right,3
22020,17.5,108.7,46,17.2,614,326,331,289,4.926,F,right,
22021,14,99.6,49.5,15.9,540,314,299,265,4.635,F,right,1
22022,19.1,108.4,49.4,17.5,627,339,331,272,4.926,F,right,2
22023,15,94.4,51.1,15.2,563,285,271,253,,M,,
22027,16.3,105.2,48.1,16.3,609,299,317,276,4.09,M,right,
22028,15.5,99.1,50.4,16,576,291,282,260,3.643,M,right,1
22029,17,100.6,52.8,16,583,304,294,271,3.6,M,right,
22030,14.3,95.1,50,15,550,283,282,245,3.049,F,right,
22031,13.3,92.7,47,14,541,293,266,232,3.602,F,right,
22032,15.2,101.8,49.1,14.8,574,316,296,254,5.523,F,right,
22033,17.5,106.5,48.7,17.2,570,330,327,290,4.263,M,right,
22034,20.8,116.4,48.8,17.9,638,372,361,306,6.279,M,left,
22035,20.8,112.2,56.9,17.6,635,360,326,292,5.202,F,right,
22036,18.8,111.4,48,17.9,605,354,336,281,5.383,F,right,
22037,14.5,94.4,47.4,14.6,563,274,295,239,3.12,M,right,
22038,13.8,98.9,43.5,15.9,,,,247,3.641,M,right,
22039,12,93.6,42.8,14,529,286,284,231,3.794,F,right,
22040,12,89.5,44.3,13.5,525,261,285,230,2.66,F,right,
22041,20,112.4,51.3,17.3,621,334,333,288,5.81,M,right,
22042,16.7,105.8,50.8,17.1,578,347,330,298,5.682,F,right,
22043,19.4,116.5,50.8,18,629,403,365,317,5.594,F,right,
22045,18.2,108.7,48,17,625,326,323,275,4.972,F,left,
22046,17.2,108.3,46.9,17,606,343,307,268,5.032,M,right,
22047,14.7,94.6,46.8,15,557,284,279,247,3.526,M,right,
22048,16.5,101.9,47.9,16.3,586,313,300,259,4.399,M,left,
22049,21.8,110.6,54.2,18.3,611,350,358,305,4.238,M,left,
22050,15.2,92.9,53.2,13.9,555,294,269,224,3.087,F,both,
22051,13.2,96.1,45.9,15,561,285,264,249,3.547,M,right,
22052,13.1,97.2,44.7,14.8,542,297,294,256,2.923,F,right,
22053,21.4,117,53.4,17.9,649,377,349,307,6.438,F,right,1
22054,20.9,109.7,53.1,16.9,639,328,324,279,5.156,F,right,1
22055,18,109.2,48.4,16.5,602,346,311,282,4.298,F,both,1
22056,19.7,109.9,51.7,17.3,626,334,317,274,4.797,M,right,2
22057,15.6,104.9,45.1,16.7,571,334,314,288,5.882,M,right,2
22058,14.1,96.5,45,14.7,554,310,287,260,4.646,M,right,1
22059,17.8,104.6,50.8,16.6,590,317,317,274,4.761,F,right,1
22060,18.8,109.3,51.5,17.8,616,336,320,291,4.821,M,right,2
22061,13.2,98.7,46.1,16,566,290,296,260,3.641,F,right,1
22062,17.1,101.7,48.2,15.1,572,321,310,266,4.887,F,right,2
22063,14,88.1,,14.3,519,262,245,234,2.021,F,both,2
22064,13.9,89.3,49.2,13.8,497,285,263,236,2.665,F,right,1
22065,21,114.7,53.3,19.6,613,382,358,320,6.764,F,right,1
22066,21,112.4,54,15.6,631,363,350,281,7.005,M,left,1
22067,15.3,103.3,48.2,15.7,574,319,297,259,5.687,F,right,1
22068,25.1,129.8,52.3,19.9,705,412,394,344,8.536,M,right,1
22069,18.9,110.4,51.1,16.6,618,333,323,290,5.038,F,right,2
22070,16.3,103.4,46.8,15.8,566,329,311,261,5.161,F,right,1
22071,18,103.8,,,,,,277,3.676,F,both,1
22072,15.9,99.5,46,15.9,557,314,289,261,4.093,F,right,3
22073,17.6,103.5,52,14.9,613,307,298,262,4.013,M,right,1
22074,16.3,104.5,48.6,16.1,553,324,313,277,5.013,M,left,1
22075,22.2,118.7,51.6,19.3,636,381,376,321,5.854,M,right,1
22076,17.8,107.6,47.7,17,620,320,305,275,4.863,M,right,1
23001,32.2,138.7,58.2,21.7,717,474,429,365,11.843,M,right,3
23002,35.6,147.8,57.8,22.2,745,503,478,393,11.942,M,right,3
23003,42.9,143.6,66.5,21.4,749,508,448,375,10.567,M,right,2
23004,40,141.4,66.4,22.7,721,486,461,382,10.991,M,right,1
23005,29.1,140.2,55.4,20.4,737,451,419,358,11.476,M,right,2
23006,30.3,131.5,59.3,19.2,691,419,418,331,10.665,M,right,3
23007,30.1,135.1,57.2,20.9,704,436,428,352,11.279,M,right,3
23008,27.4,138.7,55.1,22,714,472,438,379,11.194,M,right,4
23009,32.8,137.6,62.3,20.5,713,464,429,362,11.427,M,right,3
23010,21.8,116.4,51.6,17.4,648,354,351,319,6.468,M,right,1
23011,20.3,117.5,49.7,17.5,628,393,353,311,6.465,M,right,2
23012,31.9,143.4,54.6,21.4,746,473,465,370,12.441,M,right,2
23013,22.2,115.4,50.9,17.9,613,370,349,304,6.879,M,both,1
23014,25.7,130.1,55,20,698,411,414,348,9.849,M,right,3
23015,26.6,125.9,55.8,19.6,684,419,377,327,9.515,M,both,4
23016,24,129,52.5,21.2,696,391,392,340,9.03,M,left,5
23017,31.5,133,60.1,21.2,689,454,420,365,10.879,F,right,2
23018,28.8,128.2,56.1,20,689,429,388,325,9.301,F,right,3
23019,32.8,136.5,60.1,20.8,730,450,431,356,8.769,F,right,1
23020,41.7,153.3,69,22.6,767,523,493,414,10.69,F,right,7
23021,42,154.4,64,23.2,809,517,480,412,11.454,F,right,9
23022,41.5,145.4,70.9,21.2,777,485,465,381,11.312,F,right,1
23023,56.8,152.8,86.1,23.5,791,532,468,420,10.81,F,right,1
23024,34.4,141.3,59.1,21.1,766,469,434,369,11.216,F,left,3
23025,32,144.4,58.2,22.1,731,487,458,364,11.027,F,right,4
23026,26.8,133.2,53.6,21,721,424,412,335,9.03,F,right,3
23027,25.6,124.9,58.5,19.5,682,415,384,335,7.021,F,right,1
23028,36.9,137.3,70.2,21.5,735,466,423,366,8.663,F,right,3
23029,16.9,107.7,47,16.3,610,341,322,279,5.884,F,right,2
23030,21.3,121.7,51,18.5,671,388,366,319,6.309,F,right,2
23031,22.5,116.9,56,16.6,656,381,351,296,6.671,F,right,3
23032,18.9,115.6,49,16.6,623,376,346,298,6.917,F,right,4
23033,21.7,116.9,56.5,19.1,627,390,367,303,7.241,F,right,2
23034,32.7,139.6,62.4,23.7,720,454,445,369,9.21,F,right,3
23035,20,125.2,51.2,18.5,672,403,398,329,8.967,F,left,2
23036,28.8,128.7,57.1,19.7,699,425,407,327,8.142,F,right,3
23037,20,115.2,52.6,17.8,647,353,343,301,6.306,F,right,3
23038,23.4,121.3,53.4,18.1,657,394,362,304,5.802,F,both,2
23039,16.3,107.9,45.4,16.7,623,325,328,273,5.772,F,right,2
23040,30.4,137.4,60.4,21.3,727,453,433,374,8.936,F,right,5
23041,34.8,136.3,69.1,22.1,717,461,438,352,9.364,F,right,2
23042,39.3,144.5,63.9,22.5,774,494,439,389,11.249,F,right,4
23043,38.9,151.5,66,23.1,767,519,493,403,11.235,F,right,2
23044,33.4,136.9,62,21.8,723,462,428,365,10.69,F,right,2
23045,41.3,131.8,72.6,20.7,710,465,426,357,10.032,F,right,4
23046,22.6,130.1,56.4,18.8,667,451,422,345,9.989,F,right,2
23047,26.1,138.6,52,19.6,741,441,425,356,9.956,F,right,2
23048,27.4,135.6,61.6,20.8,694,468,445,356,9.813,F,both,5
23049,29,136.1,53.8,20.3,718,441,421,347,10.32,F,right,1
23050,27.8,131.3,54.2,20.6,711,445,413,342,10.147,F,right,1
23051,29.2,129.9,55.5,20.8,699,416,408,335,7.873,F,right,2
23052,28.3,129.8,58.2,20.2,705,422,408,345,9.345,F,right,2
23053,20.9,120.6,54.9,17.1,642,394,373,304,7.668,F,right,3
23054,21.8,125.9,50.3,18.6,688,400,377,321,6.926,F,right,3
23055,24,125.4,58.5,20.4,663,411,397,321,7.243,F,right,3
23056,22.8,120.8,54.9,18.1,685,380,374,306,6.728,F,right,2
23057,34.4,131.8,69.8,20,677,457,424,350,8.213,F,right,1
23058,35.3,142.1,59.5,21.8,764,470,441,365,10.904,F,right,1
23059,25.2,127.5,55.5,19.4,664,414,396,336,7.975,F,right,1
24001,16.3,101.9,51,15.7,572,321,305,275,4.082,M,right,1
24002,15.6,100.2,49.1,16.3,570,297,289,249,3.917,M,right,1
24003,15.4,102.4,49.6,15.7,583,324,293,261,5.438,M,right,1
24004,16.2,107.4,45.9,17.7,617,320,306,277,4.704,M,right,2
24005,21.2,119.5,54.2,19.9,618,401,372,318,7.326,F,right,1
24006,37.7,140.6,71.1,21.8,736,473,435,371,8.632,M,right,2
24007,26.2,118.1,62.8,19.2,665,389,359,315,5.8,M,left,1
24008,21.3,118.2,53.9,18.6,662,369,359,310,6.627,M,right,
24009,15.3,88.1,53.1,15.4,515,266,270,247,2.402,F,right,2
24010,14.7,93.5,50.5,15.3,552,293,270,236,2.539,M,right,1
24011,12.5,90.9,45.3,14.1,531,269,259,243,3.243,M,right,1
24012,17.9,103.8,52.8,16.9,597,321,324,280,4.197,M,right,2
24013,13.2,99.9,45.9,16.1,572,297,306,257,4.432,M,both,1
24014,16.1,102.2,47.9,16.6,596,306,287,262,3.893,M,both,1
24015,15.7,94.9,48.9,15.4,554,294,287,264,4.087,M,right,1
24016,14.6,93,50.5,14.4,565,274,266,247,2.61,M,right,2
24017,13.7,92.6,45,14.6,,,,,2.493,M,right,1
24018,16.3,105,51.8,16.5,605,320,303,266,5.104,F,right,1
24019,18.4,111.4,48.4,17.1,637,344,330,290,5.797,F,right,3
24020,15.7,98.2,51.7,15.6,563,314,289,247,4.898,F,right,1
24021,22,116.6,56.9,18.3,646,365,346,296,5.797,M,both,2
24022,13,95.7,46.8,15.8,560,286,284,243,4.413,F,right,1
24023,13,96.7,44.4,15.5,544,294,298,246,4.336,F,right,1
24024,17.8,112,49.2,16.8,619,341,330,292,5.216,M,right,1
24025,16.3,101.3,50.1,15.7,590,304,288,246,3.8,M,left,1
24026,16.4,97.2,51.4,15.5,562,298,274,253,2.75,M,right,1
24028,14.8,94.9,48.2,14.7,547,283,270,235,3.027,F,right,1
24029,42.1,155.3,63.6,24.5,792,535,482,418,13.463,M,right,1
24030,73.2,169.6,82.5,26,909,559,539,479,14.424,M,right,2
24031,60.1,172.4,69.7,26.5,912,568,516,457,14.323,M,left,1
24032,49.9,172.2,63.1,25.3,884,560,541,453,15.09,M,right,2
24033,41.8,159,63.4,24,829,525,506,428,13.394,M,right,3
24034,41,145.4,66.6,23.2,738,510,487,408,13.561,M,right,2
24035,70.7,180.8,76.5,26.1,923,609,594,500,16.843,M,right,3
24036,55.1,176.5,71.5,25.9,911,592,550,470,16.619,M,right,5
24037,59.6,163.2,78,25,877,541,517,442,16.112,M,right,1
24038,71.1,159.2,89.7,26.6,846,547,528,433,14.232,M,both,6
24039,44.2,140.9,75.1,22.5,758,478,453,367,11.284,M,right,1
24040,50.7,163.7,70.5,25.9,831,539,503,454,14.673,M,left,3
24041,60.9,174.3,77.9,26.6,892,577,559,461,16.424,M,right,2
24042,69.6,180.3,77.8,28.2,909,613,583,473,17.049,M,right,2
24043,51.8,158.4,69.8,23.5,833,538,490,435,17.342,M,right,2
24044,74.8,185.3,76.3,30.3,928,620,620,531,17.717,M,right,3
24045,59.7,169.5,71,25.5,896,543,530,456,16.235,M,right,3
24046,52.1,158.7,71,24.2,822,538,506,421,15.161,M,right,2
24047,63.4,174.3,74.8,26.1,875,589,567,484,15.378,M,right,2
24048,71,177.4,80.7,27.4,920,619,572,481,15.632,M,right,2
24049,68.6,172.4,81.3,27.1,877,607,593,470,12.304,M,right,3
24050,105,175.4,109.4,27.1,906,618,597,479,15.446,M,right,1
24051,64.3,173.6,73.4,25.9,893,577,543,476,15.082,M,right,1
24052,67.8,175.4,82.6,27.7,869,603,589,488,16.035,M,right,2
24053,70.2,169.1,90.9,26.1,859,595,541,443,14.241,M,right,3
24054,62.1,168.6,80.2,26.7,828,578,557,463,15.238,M,right,4
24055,57.6,166.9,72.7,24.9,842,579,525,445,15.21,M,left,1
24056,46.4,145.4,77.1,23.2,758,486,472,391,12.068,M,right,3
24057,35.6,149.6,59.7,24.7,722,527,478,421,14.676,M,left,8
24059,37.8,146.3,63.7,23.5,740,491,473,394,12.506,M,right,4
24060,51.2,160.5,69.9,25.4,811,553,527,444,12.21,M,right,1
24061,45.8,157.1,67.1,25.5,786,536,509,432,12.454,M,right,4
24062,39,146.6,64.9,24.1,780,470,473,398,11.597,M,right,2
24063,58.5,164.5,80.6,27.4,821,572,536,454,13.221,M,right,1
24064,69.4,164.6,85.3,26.9,860,560,544,438,13.46,M,left,4
24065,38.4,146.2,62.4,23.6,747,483,481,391,11.378,M,right,1
24066,58.8,176.3,68.6,26.1,914,584,539,464,15.005,M,right,2
24067,70.8,183.1,72.9,27.7,928,602,585,486,16.32,M,right,1
24068,83.2,193.1,81.5,30,996,622,612,531,17.871,M,right,1
24069,31.5,137.5,60.6,21.2,716,441,459,364,11.942,M,right,3
24070,42.7,151.1,65.7,23.9,783,499,477,404,12.082,M,right,1
24071,38.8,143.2,61.6,22.4,742,483,469,386,12.638,M,right,4
24072,29.8,139.8,56.4,21,731,460,431,360,10.997,M,right,1
24073,47.1,160,63.7,24.5,834,543,519,409,12.465,M,left,1
24074,21.8,123,52.8,21,653,392,383,332,7.01,M,right,
24075,51.1,151.8,68.4,25.4,782,523,502,431,11.739,M,right,2
24076,36.8,148,62.5,22.5,735,523,485,406,12.898,M,right,3
24077,44.1,145,72.5,24.2,766,501,466,391,10.838,M,right,1
24078,39,144.4,68.6,23.3,722,509,476,391,14.123,M,both,1
24079,33.7,145.1,62.3,23.2,727,471,470,395,12.704,M,right,2
25001,49.3,160.1,67.9,23.1,838,528,502,402,12.383,F,both,2
25002,48.3,162.2,65.2,24.5,832,553,511,421,13.038,F,right,1
25003,43.8,157.6,63.2,23.7,811,519,499,417,12.726,F,right,1
25004,47.3,153.5,65,22.2,803,532,485,407,13.15,F,left,1
25005,40.6,151.5,61.9,21.1,822,495,478,395,13.054,F,right,7
25006,37.8,145.8,60.3,21.4,754,512,468,374,12.367,F,right,1
25007,47.1,145.7,74.5,22,768,484,460,394,11.912,M,right,2
25008,44.9,153.8,67,23.5,810,496,485,411,12.841,F,right,2
25009,46.2,164.5,67.7,23.9,860,558,524,428,12.857,F,right,2
25010,39.6,151,65.7,22.6,800,492,467,386,13.09,F,right,5
25011,57.5,162.4,69.2,22.3,851,552,490,406,12.931,F,right,1
25012,46.6,156.8,70.6,22.8,786,531,510,407,13.013,F,right,1
25013,45.3,157.8,64.3,23.1,816,537,479,424,12.983,F,right,1
25014,56.7,159.6,71.6,24.4,869,527,487,428,15.079,M,right,2
25015,48.8,156.1,68,20.6,855,510,472,405,14.315,F,right,1
25016,44.8,160.7,61.5,24.2,821,561,502,424,14.019,F,left,2
25017,52.7,165.2,67.5,24.7,878,554,512,440,14.115,F,right,2
25018,49.2,163.1,62.1,24.5,856,558,504,428,14.186,F,right,1
25019,39.7,155.2,60.6,21.9,823,500,483,405,13.569,F,right,3
25020,52.9,158.7,70.4,23.6,829,537,495,422,13.701,F,right,1
25021,49.3,164.4,72.6,23.1,857,557,515,419,13.972,F,right,4
25022,40.8,158.9,62.7,23.3,798,527,521,420,13.797,F,right,3
25023,38.4,135.4,71.9,21.3,726,465,421,374,13.558,F,right,1
25024,62.2,167.5,71.7,24.4,860,575,528,430,13.753,F,right,1
25025,54.4,162.8,74,22.6,869,560,502,411,13.55,F,right,1
25026,45,161,62.3,23.1,811,552,509,429,13.873,F,right,2
25027,50,154,63.7,22.6,801,538,483,397,15.331,F,right,4
25028,44.9,150.1,62.3,21.5,801,508,468,394,13.279,F,right,7
25029,52.7,165.1,71,24.8,864,545,504,441,13.158,F,right,1
25030,50,158.5,63.7,23.2,826,529,503,424,13.252,F,right,2
25031,60,171.7,70.7,24.5,904,582,537,437,14.306,F,right,4
25032,57.5,159.3,72.8,23.4,850,532,494,428,13.761,F,right,4
25033,45.6,159.6,63.3,23.1,823,548,508,405,14.049,F,both,1
25034,60,162.5,71.2,23.4,882,551,494,419,14.191,F,right,5
25035,60,162.7,77.7,23.1,865,539,573,434,14.531,F,right,1
25036,42.1,157.6,58.8,22.1,831,521,489,402,14.394,F,right,1
25037,40.9,150.5,63.3,23.4,773,513,488,407,12.887,F,right,6
25038,45.3,157.2,64.8,23.5,838,515,474,416,12.852,F,both,4
25039,54.2,149.4,76.1,21.5,831,510,456,380,12.531,F,right,3
25040,37,149.3,56.9,23.9,789,507,466,395,12.947,F,right,1
25041,43.5,152.6,67.9,22.9,784,513,471,389,14.013,M,right,2
25042,54.2,167.3,67,25.9,848,541,562,456,14.463,M,right,2
25043,58.8,158.3,75.2,23.6,833,528,511,426,13.712,M,right,2
25044,43.9,151.3,65.8,26.1,755,513,499,420,12.991,M,left,3
25045,42.5,153.5,69.5,25.8,800,499,507,430,13.32,M,right,2
25046,45.2,154.2,66.8,25.5,790,525,511,439,12.731,M,right,1
25047,40.9,158.3,61.3,25,812,519,519,426,13.969,M,right,4
25048,57.7,174.4,74.8,27.3,871,578,572,464,14.427,M,both,2
25049,36.7,153,60.4,21.4,764,502,507,388,13.46,M,right,3
25050,54,165.3,70.5,24.8,811,564,545,436,14.504,M,right,1
25051,47.8,169.5,67.9,24.7,846,566,543,458,15.542,M,right,5
